-1.000000 -1.000000 0.155944
-0.875000 -1.000000 0.239672
-0.750000 -1.000000 0.315322
-0.625000 -1.000000 0.381620
-0.500000 -1.000000 0.437451
-0.375000 -1.000000 0.481877
-0.250000 -1.000000 0.514153
-0.125000 -1.000000 0.533737
0.000000 -1.000000 0.540302
0.125000 -1.000000 0.533737
0.250000 -1.000000 0.514153
0.375000 -1.000000 0.481877
0.500000 -1.000000 0.437451
0.625000 -1.000000 0.381620
0.750000 -1.000000 0.315322
0.875000 -1.000000 0.239672
-1.000000 -0.875000 0.239672
-0.875000 -0.875000 0.327219
-0.750000 -0.875000 0.406256
-0.625000 -0.875000 0.475477
-0.500000 -0.875000 0.533737
-0.375000 -0.875000 0.580078
-0.250000 -0.875000 0.613735
-0.125000 -0.875000 0.634153
0.000000 -0.875000 0.640997
0.125000 -0.875000 0.634153
0.250000 -0.875000 0.613735
0.375000 -0.875000 0.580078
0.500000 -0.875000 0.533737
0.625000 -0.875000 0.475477
0.750000 -0.875000 0.406256
0.875000 -0.875000 0.327219
-1.000000 -0.750000 0.315322
-0.875000 -0.750000 0.406256
-0.750000 -0.750000 0.488296
-0.625000 -0.750000 0.560107
-0.500000 -0.750000 0.620522
-0.375000 -0.750000 0.668560
-0.250000 -0.750000 0.703441
-0.125000 -0.750000 0.724598
0.000000 -0.750000 0.731689
0.125000 -0.750000 0.724598
0.250000 -0.750000 0.703441
0.375000 -0.750000 0.668560
0.500000 -0.750000 0.620522
0.625000 -0.750000 0.560107
0.750000 -0.750000 0.488296
0.875000 -0.750000 0.406256
-1.000000 -0.625000 0.381620
-0.875000 -0.625000 0.475477
-0.750000 -0.625000 0.560107
-0.625000 -0.625000 0.634153
-0.500000 -0.625000 0.696427
-0.375000 -0.625000 0.745928
-0.250000 -0.625000 0.781864
-0.125000 -0.625000 0.803659
0.000000 -0.625000 0.810963
0.125000 -0.625000 0.803659
0.250000 -0.625000 0.781864
0.375000 -0.625000 0.745928
0.500000 -0.625000 0.696427
0.625000 -0.625000 0.634153
0.750000 -0.625000 0.560107
0.875000 -0.625000 0.475477
-1.000000 -0.500000 0.437451
-0.875000 -0.500000 0.533737
-0.750000 -0.500000 0.620522
-0.625000 -0.500000 0.696427
-0.500000 -0.500000 0.760245
-0.375000 -0.500000 0.810963
-0.250000 -0.500000 0.847777
-0.125000 -0.500000 0.870101
0.000000 -0.500000 0.877583
0.125000 -0.500000 0.870101
0.250000 -0.500000 0.847777
0.375000 -0.500000 0.810963
0.500000 -0.500000 0.760245
0.625000 -0.500000 0.696427
0.750000 -0.500000 0.620522
0.875000 -0.500000 0.533737
-1.000000 -0.375000 0.481877
-0.875000 -0.375000 0.580078
-0.750000 -0.375000 0.668560
-0.625000 -0.375000 0.745928
-0.500000 -0.375000 0.810963
-0.375000 -0.375000 0.862640
-0.250000 -0.375000 0.900145
-0.125000 -0.375000 0.922887
0.000000 -0.375000 0.930508
0.125000 -0.375000 0.922887
0.250000 -0.375000 0.900145
0.375000 -0.375000 0.862640
0.500000 -0.375000 0.810963
0.625000 -0.375000 0.745928
0.750000 -0.375000 0.668560
0.875000 -0.375000 0.580078
-1.000000 -0.250000 0.514153
-0.875000 -0.250000 0.613735
-0.750000 -0.250000 0.703441
-0.625000 -0.250000 0.781864
-0.500000 -0.250000 0.847777
-0.375000 -0.250000 0.900145
-0.250000 -0.250000 0.938148
-0.125000 -0.250000 0.961191
0.000000 -0.250000 0.968912
0.125000 -0.250000 0.961191
0.250000 -0.250000 0.938148
0.375000 -0.250000 0.900145
0.500000 -0.250000 0.847777
0.625000 -0.250000 0.781864
0.750000 -0.250000 0.703441
0.875000 -0.250000 0.613735
-1.000000 -0.125000 0.533737
-0.875000 -0.125000 0.634153
-0.750000 -0.125000 0.724598
-0.625000 -0.125000 0.803659
-0.500000 -0.125000 0.870101
-0.375000 -0.125000 0.922887
-0.250000 -0.125000 0.961191
-0.125000 -0.125000 0.984416
0.000000 -0.125000 0.992198
0.125000 -0.125000 0.984416
